Population_ID,Generation,Population_Size,Mutation_Rate,Migration_Rate,Trait_Frequency_A,Trait_Frequency_B,Fitness_A,Fitness_B,Selection_Pressure,Gene_Expression_Levels,Allele_Frequencies,Heritability,Epistasis_Index,Inbreeding_Coefficient,Genetic_Drift_Index
Pop2,1,999,0.00228,0.045,0.325,0.675,0.86,0.8,1.08,0.757941628,0.341003891,0.591897674,0.306002264,0.033302481,0.162713498
Pop3,1,565,0.00464,0.07,0.553,0.447,0.8,0.74,1.08,1.159984046,0.674891395,0.762982891,0.314221526,0.158099064,0.191200159
Pop1,3,1585,0.00183,0.088,0.518,0.482,0.83,0.81,1.02,1.3172222,0.575154289,0.722722689,0.24275439,0.032081466,0.151492585
Pop2,1,1263,0.00296,0.014,0.446,0.554,0.82,0.85,0.96,1.055200812,0.327134824,0.659638866,0.241515663,0.144623127,0.10451059
Pop1,5,1783,0.00468,0.026,0.636,0.364,0.71,0.91,0.78,1.029650578,0.420385427,0.673068406,0.431422239,0.173355532,0.190727176
Pop3,4,1060,0.00199,0.029,0.395,0.605,0.93,1,0.93,0.741852291,0.583268835,0.598990942,0.415717139,0.175152874,0.091335016
Pop3,1,749,0.00085,0.096,0.566,0.434,0.77,0.77,1,0.593102768,0.326940241,0.356172115,0.223118333,0.188368028,0.099825878
Pop2,5,1440,0.00316,0.019,0.597,0.403,0.79,0.97,0.81,1.397215758,0.532868184,0.744317018,0.465515378,0.218214855,0.155121263
Pop4,2,1971,0.00395,0.011,0.523,0.477,0.96,0.74,1.3,1.400418057,0.438353223,0.602439387,0.481126007,0.124989748,0.164797445
Pop1,3,652,0.00064,0.094,0.698,0.302,0.89,0.81,1.1,1.133101457,0.548366207,0.536264379,0.230697017,0.182562297,0.189410523
Pop5,4,834,0.0024,0.094,0.613,0.387,0.71,0.89,0.8,0.839029791,0.318296814,0.266593682,0.24176998,0.154793184,0.080720361
Pop1,1,720,0.00498,0.048,0.673,0.327,0.98,0.85,1.15,0.849209575,0.648614722,0.468233326,0.302253661,0.046659985,0.169699705
Pop3,1,1380,0.00163,0.05,0.366,0.634,0.79,0.82,0.96,1.225955679,0.689395588,0.476214963,0.476448325,0.006422411,0.160781908
Pop3,4,685,0.00159,0.095,0.444,0.556,0.99,0.92,1.08,1.39711026,0.687551142,0.718738166,0.450527773,0.071135346,0.059569183
Pop1,5,1062,0.00355,0.052,0.677,0.323,0.74,0.89,0.83,1.387086424,0.599860733,0.527988932,0.141027185,0.110758427,0.108083471
Pop1,2,1568,0.00084,0.081,0.582,0.418,0.83,0.84,0.99,1.279875546,0.352034496,0.428240329,0.257092297,0.154276486,0.092414819
Pop3,3,913,0.00059,0.022,0.44,0.56,0.81,0.97,0.84,1.142031646,0.603305278,0.786080197,0.321348476,0.212489833,0.095673564
Pop4,3,1737,0.00169,0.071,0.63,0.37,0.91,0.84,1.08,0.584139965,0.309834767,0.266432356,0.301252989,0.049061429,0.197442032
Pop5,2,1191,0.00315,0.085,0.486,0.514,0.98,0.91,1.08,0.661628714,0.308849421,0.453529057,0.177545227,0.031387447,0.146416612
Pop4,4,1756,0.00213,0.095,0.32,0.68,0.96,0.79,1.22,1.398554189,0.429444088,0.225214805,0.443526708,0.240869987,0.157651424
Pop1,2,1235,0.00245,0.03,0.691,0.309,0.71,0.99,0.72,1.10642906,0.495457276,0.643942472,0.370776313,0.02701114,0.196492646
Pop5,3,882,0.00499,0.096,0.426,0.574,0.77,0.97,0.79,0.509197052,0.608162967,0.750845931,0.43516335,0.119622768,0.106580267
Pop3,3,920,0.00465,0.071,0.632,0.368,0.7,0.94,0.74,0.601471543,0.573318151,0.368022398,0.443505712,0.146390932,0.170276025
Pop5,3,1540,0.00148,0.078,0.422,0.578,0.75,0.75,1,1.163501769,0.478361083,0.715005006,0.399342341,0.135343605,0.115179644
Pop3,1,1177,0.00393,0.071,0.533,0.467,1,0.8,1.25,0.505061584,0.409450667,0.375330938,0.27568424,0.021508039,0.180430051
Pop4,3,1211,0.00175,0.065,0.577,0.423,0.77,0.71,1.08,0.660808051,0.6988498,0.746462097,0.344218702,0.014256729,0.077098631
Pop3,3,1561,0.00412,0.064,0.379,0.621,0.8,0.97,0.82,1.048733789,0.470472521,0.652377142,0.164146162,0.026370857,0.192152927
Pop3,1,1984,0.00341,0.024,0.472,0.528,0.91,0.92,0.99,1.191895198,0.48055481,0.682944066,0.369458167,0.146396921,0.082815756
Pop3,2,1162,0.00213,0.059,0.309,0.691,0.93,0.73,1.27,1.15196126,0.365449528,0.210803933,0.171701302,0.136086222,0.098933076
Pop4,3,904,0.00252,0.086,0.359,0.641,0.71,0.86,0.83,0.724269309,0.617923819,0.777686214,0.377579836,0.058435198,0.163428835
Pop1,1,1386,0.00155,0.04,0.412,0.588,0.74,0.89,0.83,1.212179221,0.57747289,0.636002595,0.191839264,0.159443535,0.109063271
Pop2,4,1454,0.00117,0.07,0.543,0.457,0.89,0.82,1.09,0.737249087,0.388307845,0.382850657,0.14702052,0.205016876,0.141231707
Pop5,5,1617,0.00472,0.051,0.379,0.621,0.94,0.72,1.31,0.825399698,0.332952418,0.697636799,0.166113796,0.01039474,0.116686025
Pop1,5,585,0.00135,0.053,0.541,0.459,0.8,0.79,1.01,1.246491405,0.572199721,0.368912719,0.100796854,0.124532486,0.161355491
Pop5,5,1561,0.00491,0.047,0.32,0.68,0.91,0.87,1.05,1.149632899,0.561804486,0.723652304,0.387495847,0.172327603,0.084249688
Pop1,2,687,0.00275,0.088,0.505,0.495,0.91,0.91,1,1.34922341,0.409303811,0.267548234,0.39296042,0.063077982,0.058768698
Pop2,1,1058,0.00408,0.052,0.588,0.412,1,0.83,1.2,1.157612892,0.680345425,0.622211586,0.30597334,0.076942726,0.09498941
Pop4,1,968,0.00433,0.091,0.418,0.582,0.96,0.87,1.1,1.068308603,0.360423157,0.524419086,0.16454512,0.153409476,0.1211463
Pop3,3,1885,0.00082,0.052,0.633,0.367,0.77,0.96,0.8,0.593674768,0.47293392,0.257920682,0.133421735,0.224483823,0.075203008
Pop4,5,1820,0.00076,0.051,0.42,0.58,0.73,0.88,0.83,0.867715803,0.677446368,0.345136297,0.107651587,0.202481105,0.103219593
Pop1,2,1683,0.00419,0.096,0.645,0.355,0.82,0.73,1.12,0.765202368,0.467890927,0.207442422,0.166299271,0.145782555,0.109997453
Pop3,4,754,0.00458,0.041,0.604,0.396,0.76,0.91,0.84,0.743989643,0.555410379,0.481260779,0.456342214,0.182555429,0.058608777
Pop3,4,1224,0.0037,0.079,0.302,0.698,0.95,0.83,1.14,1.473010555,0.459037759,0.380759156,0.196614737,0.091205618,0.137496087
Pop5,1,1777,0.00345,0.054,0.639,0.361,0.8,1,0.8,0.893097725,0.409686081,0.559014491,0.241708531,0.160241382,0.182651514
Pop2,1,1520,0.00186,0.099,0.572,0.428,0.71,0.93,0.76,1.392046555,0.693591059,0.378342685,0.142138194,0.116545398,0.072761437
Pop4,1,800,0.0007,0.098,0.613,0.387,0.83,0.76,1.09,1.131138626,0.463733603,0.379951467,0.188944522,0.047484034,0.139671202
Pop3,2,1773,0.00134,0.087,0.353,0.647,0.86,0.84,1.02,1.294811304,0.657639681,0.645915919,0.307689828,0.175434568,0.149710881
Pop5,5,1100,0.00284,0.075,0.533,0.467,0.96,0.94,1.02,1.002637093,0.391981842,0.228885702,0.343101073,0.139116159,0.112900202
Pop5,4,1829,0.00115,0.048,0.376,0.624,0.96,0.77,1.25,1.076903885,0.385241882,0.741736997,0.198140926,0.089655395,0.155164638
Pop2,4,1993,0.00205,0.036,0.626,0.374,0.97,0.85,1.14,0.992517694,0.312453633,0.711358325,0.123092864,0.227834798,0.111609732
Pop4,3,1735,0.00095,0.012,0.417,0.583,0.8,0.71,1.13,0.695242988,0.56066673,0.60068281,0.256413148,0.005233529,0.125695593
Pop5,2,1711,0.00359,0.079,0.492,0.508,0.93,0.97,0.96,1.222452115,0.447410537,0.555932942,0.193681348,0.078943288,0.051102957
Pop1,5,1884,0.00474,0.019,0.63,0.37,0.85,0.86,0.99,0.780772362,0.6457433,0.735381499,0.187821569,0.014220349,0.153758017
Pop1,1,1486,0.00215,0.032,0.458,0.542,0.82,0.71,1.15,0.524315966,0.489283963,0.311198108,0.483945121,0.191631829,0.149201402
Pop1,1,1230,0.00212,0.086,0.534,0.466,0.89,0.73,1.22,1.145472296,0.687277371,0.247381497,0.346520194,0.175526864,0.055760132
Pop2,5,588,0.00465,0.055,0.43,0.57,0.88,0.74,1.19,0.677110679,0.374210206,0.343706102,0.322751377,0.082838055,0.105237516
Pop3,4,1099,0.00216,0.069,0.473,0.527,0.84,0.89,0.94,1.440458584,0.647449267,0.676746967,0.266310041,0.168915726,0.196854776
Pop3,4,1998,0.00438,0.063,0.674,0.326,0.98,0.93,1.05,1.453928577,0.610638741,0.22080216,0.271577733,0.098984307,0.113110484
Pop2,1,556,0.00086,0.068,0.34,0.66,0.76,0.83,0.92,1.41486439,0.608368738,0.549684101,0.316362002,0.189063448,0.125291811
Pop1,4,1413,0.00259,0.047,0.401,0.599,0.93,0.73,1.27,0.8701587,0.637913291,0.79726251,0.378571923,0.113545916,0.186489524
Pop2,1,1471,0.00427,0.034,0.31,0.69,0.9,0.8,1.12,0.515456617,0.604409596,0.713417656,0.380858438,0.103069932,0.157589281
Pop2,2,1982,0.00254,0.098,0.586,0.414,0.98,0.75,1.31,1.428318563,0.550488129,0.512867413,0.168677563,0.233682479,0.13731052
Pop3,3,1068,0.00202,0.093,0.635,0.365,0.7,0.87,0.8,0.928184148,0.352497951,0.238184546,0.300045101,0.062719775,0.169670702
Pop2,1,1114,0.00114,0.068,0.375,0.625,0.8,0.89,0.9,1.466654819,0.313010472,0.698824109,0.264783238,0.030111835,0.17965494
Pop5,3,1513,0.00428,0.053,0.409,0.591,0.89,0.79,1.13,1.463619977,0.668339139,0.559387105,0.448210787,0.146135778,0.118533211
Pop5,2,1027,0.0017,0.094,0.585,0.415,0.76,0.79,0.96,1.353009455,0.546660126,0.268959798,0.352567568,0.242330453,0.121266255
Pop2,5,1644,0.00114,0.045,0.528,0.472,0.75,0.97,0.77,0.794448892,0.618614916,0.256314371,0.313001627,0.094459803,0.10790764
Pop3,1,1466,0.00111,0.036,0.436,0.564,0.71,0.73,0.97,0.885097729,0.492608941,0.745776092,0.146157857,0.015509191,0.195005921
Pop1,1,1228,0.00379,0.07,0.307,0.693,0.82,0.74,1.11,1.351136672,0.346923276,0.601520158,0.342255156,0.084826317,0.154574938
Pop4,4,1895,0.0049,0.083,0.516,0.484,0.82,0.78,1.05,0.816922005,0.350074317,0.69757208,0.146881562,0.126482914,0.06248346
Pop2,4,1099,0.00148,0.077,0.519,0.481,0.98,0.82,1.2,0.669492747,0.574226115,0.72738734,0.23488263,0.040480752,0.179443943
Pop4,1,1502,0.00099,0.041,0.652,0.348,0.84,0.93,0.9,1.056801262,0.472122358,0.543063411,0.157136786,0.164525555,0.122083991
Pop5,5,979,0.0014,0.092,0.468,0.532,0.97,0.93,1.04,1.436154774,0.380209891,0.510467811,0.376829459,0.249437347,0.060313086
Pop3,4,1262,0.00196,0.099,0.685,0.315,0.82,0.8,1.02,1.196029797,0.496637819,0.458256446,0.182500846,0.112934869,0.132457588
Pop5,4,626,0.00139,0.013,0.444,0.556,0.71,0.71,1,1.07006117,0.325683575,0.390167953,0.256743749,0.088682139,0.112574642
Pop2,4,1747,0.00244,0.092,0.636,0.364,0.82,0.74,1.11,0.597176494,0.532788561,0.460757577,0.458269911,0.100176042,0.181662411
Pop2,2,621,0.00419,0.012,0.442,0.558,0.92,0.92,1,1.115007227,0.407597362,0.664327793,0.181726553,0.028786545,0.080599191
Pop5,3,601,0.00156,0.013,0.653,0.347,0.99,0.87,1.14,1.49005385,0.61902364,0.561154059,0.303122026,0.2208184,0.173969691
Pop3,1,992,0.00258,0.078,0.33,0.67,0.93,0.76,1.22,0.640084015,0.424144784,0.735513974,0.267708664,0.103706414,0.133653304
Pop3,1,1511,0.00148,0.065,0.42,0.58,0.81,0.76,1.07,1.018329652,0.48208806,0.466028009,0.107249616,0.096818603,0.058191545
Pop2,4,848,0.00387,0.067,0.403,0.597,0.96,0.72,1.33,1.377373072,0.304648216,0.564253747,0.417103245,0.164922568,0.195776795
Pop2,5,1001,0.0009,0.099,0.652,0.348,0.74,0.8,0.92,1.240768618,0.328978755,0.578784532,0.127618363,0.110508355,0.126892287
Pop5,4,1526,0.00415,0.044,0.301,0.699,0.75,0.72,1.04,1.197015741,0.456997423,0.555018297,0.289702008,0.162058367,0.093631528
Pop2,1,1131,0.00269,0.076,0.648,0.352,0.97,0.72,1.35,1.202484084,0.491975534,0.621580264,0.324271318,0.015361573,0.120411026
Pop4,3,742,0.002,0.049,0.667,0.333,0.96,0.73,1.32,0.859491151,0.540008219,0.342460081,0.351370583,0.203430836,0.178678668
Pop1,2,1370,0.00305,0.064,0.351,0.649,1,0.87,1.15,0.793591844,0.416665031,0.507418267,0.375452652,0.235125988,0.095735469
Pop5,4,1131,0.00264,0.082,0.59,0.41,0.75,0.84,0.89,1.309361155,0.577992754,0.262534882,0.201308953,0.162191347,0.078901459
Pop2,3,1380,0.00375,0.042,0.585,0.415,0.8,0.88,0.91,1.310113395,0.644048959,0.430706797,0.103991511,0.238641482,0.069360687
Pop5,5,698,0.00151,0.08,0.582,0.418,0.79,0.96,0.82,1.367072319,0.611940396,0.492600241,0.389377465,0.037858079,0.09467891
Pop2,5,1876,0.00298,0.021,0.597,0.403,0.87,0.76,1.14,1.413240553,0.31584753,0.591334556,0.31426264,0.119354047,0.167007213
Pop1,5,1989,0.00201,0.059,0.354,0.646,0.89,0.73,1.22,1.011342399,0.492202779,0.770318632,0.434447081,0.150451683,0.120743955
Pop3,1,596,0.0038,0.08,0.382,0.618,0.94,0.71,1.32,1.001516295,0.341972071,0.56039064,0.428555345,0.145434162,0.084122241
Pop1,5,1881,0.00095,0.054,0.584,0.416,0.99,0.8,1.24,1.298295179,0.396818006,0.64615635,0.437330467,0.100365445,0.07492775
Pop1,2,1151,0.00197,0.066,0.651,0.349,0.87,0.83,1.05,1.149963931,0.694665037,0.503759636,0.294037864,0.084521102,0.099909421
Pop3,1,1976,0.00262,0.046,0.552,0.448,0.73,0.75,0.97,1.201966877,0.356998217,0.580462419,0.233451358,0.031706006,0.190988656
Pop2,3,980,0.00114,0.067,0.56,0.44,0.82,0.86,0.95,1.295792669,0.499555261,0.24255933,0.416623281,0.097935613,0.101454007
Pop2,1,831,0.00218,0.058,0.583,0.417,0.7,0.77,0.91,1.390005342,0.547262294,0.352634949,0.280517645,0.040665204,0.198218611
Pop5,3,1785,0.0033,0.085,0.454,0.546,0.94,0.98,0.96,0.837995157,0.580985988,0.417111856,0.173376879,0.183591419,0.122784568
Pop4,2,1426,0.00134,0.094,0.522,0.478,0.79,0.9,0.88,0.875582953,0.523859473,0.483496013,0.441989608,0.052207734,0.076874588
Pop4,5,1095,0.00282,0.095,0.66,0.34,0.8,0.72,1.11,0.59398194,0.303908339,0.227389247,0.453023951,0.014641326,0.183671014
Pop3,4,1921,0.00276,0.021,0.325,0.675,0.81,0.99,0.82,1.078280141,0.430584523,0.284014459,0.286523902,0.138091534,0.119053306
Pop3,1,1939,0.00271,0.085,0.496,0.504,0.8,0.79,1.01,0.535942274,0.507084657,0.366088585,0.130279891,0.148807433,0.156450702
Pop4,1,502,0.00332,0.046,0.344,0.656,0.96,0.71,1.35,0.965598018,0.3351466,0.782919615,0.255130436,0.217978265,0.197556737
Pop1,5,1445,0.00231,0.072,0.563,0.437,1,0.8,1.25,1.042644635,0.440250772,0.398808204,0.421415064,0.144245403,0.057526303
Pop3,1,905,0.00162,0.096,0.651,0.349,0.97,0.85,1.14,0.786541252,0.313281244,0.489224635,0.460709611,0.086370213,0.064504184
Pop2,1,1281,0.00139,0.052,0.537,0.463,0.87,0.74,1.18,1.090833261,0.331431399,0.317658628,0.181389097,0.20075297,0.158068511
Pop3,4,626,0.00292,0.013,0.311,0.689,0.82,0.71,1.15,0.53050025,0.45876931,0.566468043,0.126789445,0.135069723,0.09227375
Pop2,2,1504,0.00345,0.047,0.549,0.451,0.79,0.73,1.08,0.537348189,0.353086302,0.368409929,0.450940181,0.019820071,0.07764521
Pop1,1,1584,0.00257,0.083,0.55,0.45,0.95,0.73,1.3,1.322600561,0.527016339,0.324195547,0.255761976,0.14146264,0.055904282
Pop1,1,769,0.00299,0.066,0.566,0.434,0.86,0.71,1.21,0.860190641,0.575785988,0.509943577,0.316704386,0.227004636,0.053277007
Pop5,4,1624,0.00154,0.05,0.652,0.348,0.86,0.89,0.97,0.627060513,0.62023468,0.203303479,0.487226325,0.099078156,0.16617284
Pop1,3,528,0.00444,0.066,0.455,0.545,0.98,0.76,1.29,1.02224326,0.380060098,0.20459842,0.126625891,0.07408145,0.070165014
Pop4,4,1123,0.00426,0.011,0.658,0.342,0.85,0.82,1.04,1.269993553,0.366993033,0.331441285,0.359327203,0.035867364,0.120158092
Pop3,2,1481,0.00264,0.06,0.678,0.322,0.79,0.78,1.01,0.715821027,0.341827136,0.222032818,0.129642169,0.03786138,0.140884522
Pop3,1,909,0.00444,0.095,0.529,0.471,0.98,0.93,1.05,1.122890476,0.5545721,0.264815452,0.250187571,0.108192871,0.11425277
Pop1,5,526,0.00406,0.053,0.53,0.47,0.88,0.72,1.22,0.585347465,0.582590291,0.40331639,0.421525818,0.148919956,0.054065998
Pop1,2,1615,0.00331,0.021,0.675,0.325,0.71,0.84,0.85,0.551681721,0.312634458,0.681551408,0.273388893,0.020153851,0.167525225
Pop3,5,1052,0.00398,0.097,0.335,0.665,0.74,0.91,0.81,1.031354632,0.674484898,0.543229186,0.498872942,0.234892147,0.051576984
Pop1,4,1030,0.00183,0.041,0.358,0.642,0.98,0.87,1.13,1.040635122,0.320788513,0.507600636,0.323623714,0.188783404,0.164283484
Pop1,4,616,0.00428,0.042,0.309,0.691,0.9,0.82,1.1,1.137429901,0.516518534,0.376093294,0.228464861,0.14665598,0.183995674
Pop1,4,568,0.00327,0.013,0.329,0.671,0.93,1,0.93,1.226091334,0.583624208,0.759052232,0.18804453,0.207109668,0.114925988
Pop2,1,1024,0.00265,0.06,0.4,0.6,0.72,0.99,0.73,1.475852079,0.648387649,0.438209025,0.240208214,0.020046689,0.130331371
Pop2,2,1398,0.00251,0.082,0.316,0.684,0.93,0.97,0.96,1.016300348,0.585634773,0.25225566,0.24901331,0.119209719,0.121547509
Pop4,5,808,0.00415,0.023,0.646,0.354,0.95,0.89,1.07,0.822956473,0.620691233,0.57023991,0.127485471,0.157523282,0.108381293
Pop5,1,1282,0.00309,0.041,0.381,0.619,0.74,0.9,0.82,1.295186195,0.435780077,0.268303036,0.24782968,0.207163227,0.18311368
Pop5,2,942,0.004,0.091,0.598,0.402,0.98,0.96,1.02,0.770832251,0.625930045,0.407133886,0.285695408,0.19586739,0.184090027
Pop5,1,912,0.00449,0.076,0.376,0.624,0.93,0.93,1,0.938971421,0.332045939,0.504447163,0.389095101,0.069267312,0.100372455
Pop2,4,1300,0.00202,0.043,0.309,0.691,0.85,0.79,1.08,0.578456381,0.657926662,0.724533515,0.362691794,0.235220042,0.142260463
Pop3,4,1716,0.00152,0.09,0.646,0.354,0.89,0.74,1.2,0.525350743,0.51903695,0.496127948,0.383506262,0.03108646,0.189036134
Pop5,2,1107,0.0016,0.048,0.416,0.584,0.75,0.83,0.9,1.462648415,0.626919108,0.62135526,0.103345473,0.218783405,0.194308775
Pop4,1,698,0.00283,0.054,0.641,0.359,0.88,0.84,1.05,1.335980121,0.480927314,0.795690103,0.18706696,0.242735062,0.126343856
Pop3,2,932,0.00452,0.01,0.492,0.508,0.83,0.75,1.11,1.195974206,0.557431078,0.278893472,0.364673715,0.044288381,0.117923721
Pop1,5,894,0.00087,0.082,0.36,0.64,0.84,0.82,1.02,0.908952944,0.510561064,0.364838915,0.293595747,0.180516516,0.091804147
Pop2,2,1424,0.00175,0.09,0.694,0.306,0.92,0.86,1.07,0.67329432,0.592635809,0.436745645,0.10212539,0.01007138,0.193830781
Pop2,1,848,0.00346,0.033,0.475,0.525,0.94,0.88,1.07,0.656437043,0.332651993,0.453096907,0.421797857,0.101355706,0.071422146
Pop3,4,1262,0.00393,0.026,0.616,0.384,0.92,0.99,0.93,0.750242898,0.324140834,0.446612645,0.409123829,0.129070825,0.136974436
Pop2,4,779,0.00442,0.023,0.323,0.677,0.86,0.94,0.91,1.049226665,0.398841294,0.744566602,0.319367665,0.145161306,0.09238254
Pop1,5,771,0.0029,0.063,0.386,0.614,0.87,0.93,0.94,1.214595923,0.363817872,0.628419587,0.12658533,0.233984312,0.091851244
Pop1,1,796,0.00237,0.083,0.573,0.427,0.83,0.71,1.17,1.160197377,0.648713427,0.564743128,0.40660602,0.168062672,0.110745288
Pop1,3,683,0.00075,0.037,0.537,0.463,0.79,0.81,0.98,0.779933897,0.387685595,0.385623631,0.333485435,0.120319488,0.19981894
Pop4,4,700,0.00075,0.032,0.543,0.457,0.87,0.98,0.89,1.454865281,0.690346102,0.694274231,0.412783991,0.202418759,0.058244946
Pop2,1,1742,0.00128,0.096,0.617,0.383,0.94,0.8,1.17,1.237896917,0.434758317,0.773036307,0.400698797,0.237633205,0.136781273
Pop3,3,1819,0.00202,0.066,0.562,0.438,0.84,0.87,0.97,1.054354053,0.372847166,0.69271897,0.421200829,0.005516537,0.062385824
Pop5,5,845,0.0044,0.047,0.44,0.56,0.8,0.82,0.98,1.111720746,0.615879403,0.200939063,0.307203227,0.245630318,0.073178124
Pop1,5,1389,0.00094,0.023,0.489,0.511,0.97,0.71,1.37,0.919600062,0.56348311,0.581840822,0.156129807,0.021533035,0.115934441
Pop2,2,1414,0.00107,0.057,0.489,0.511,0.96,0.78,1.23,0.74773099,0.499278287,0.230681229,0.368462989,0.203596695,0.12656902
Pop4,2,751,0.0043,0.076,0.672,0.328,0.94,0.92,1.02,0.855972679,0.52214542,0.354564332,0.348189514,0.070083688,0.088818861
Pop5,1,1754,0.00343,0.082,0.403,0.597,0.8,0.97,0.82,1.25784611,0.587680711,0.23571482,0.396901275,0.033044914,0.09746857
Pop4,1,589,0.00162,0.08,0.462,0.538,0.71,0.89,0.8,0.514393489,0.391381897,0.562277272,0.167952402,0.10996391,0.063045053
Pop4,1,750,0.00125,0.01,0.408,0.592,0.87,0.82,1.06,0.616072641,0.698533566,0.611953948,0.17799008,0.160989145,0.095482968
Pop3,5,750,0.00371,0.095,0.64,0.36,0.75,0.79,0.95,0.546002642,0.689917265,0.268692583,0.456163807,0.095237961,0.194983766
Pop5,5,975,0.00353,0.035,0.567,0.433,0.93,0.78,1.19,0.540728802,0.560130275,0.43030333,0.399991119,0.013641352,0.191706107
Pop4,1,1517,0.00129,0.091,0.444,0.556,0.72,0.96,0.75,1.355460584,0.37981698,0.473741905,0.463291395,0.149865285,0.100231744
Pop2,2,1016,0.0012,0.1,0.417,0.583,0.9,0.98,0.92,1.203657859,0.572091297,0.421431813,0.403486128,0.225600819,0.13562809
Pop5,5,1398,0.00273,0.084,0.393,0.607,0.82,0.92,0.89,0.974173829,0.328879364,0.272615,0.338862122,0.095803841,0.186439309
Pop1,5,798,0.00052,0.013,0.326,0.674,0.89,0.8,1.11,0.597834161,0.312261001,0.451368674,0.361653095,0.054083194,0.050927573
Pop4,3,1356,0.00323,0.017,0.602,0.398,0.93,0.87,1.07,0.991615875,0.403073155,0.650706829,0.45565117,0.110644336,0.171602536
Pop4,3,657,0.00217,0.01,0.544,0.456,0.71,0.99,0.72,0.973471771,0.485049183,0.242604599,0.331522702,0.012090678,0.192255433
Pop4,4,1179,0.0019,0.061,0.628,0.372,0.81,0.72,1.13,0.67320187,0.647309002,0.248108008,0.35295653,0.205121896,0.06369886
Pop5,1,1998,0.00174,0.045,0.671,0.329,0.72,0.88,0.82,0.933851649,0.590867628,0.412862775,0.162590686,0.206585203,0.074217153
Pop3,1,805,0.00108,0.054,0.41,0.59,0.9,0.89,1.01,0.898504734,0.597082608,0.765035427,0.289568488,0.147000116,0.194111945
Pop4,1,1774,0.00438,0.068,0.354,0.646,0.92,0.9,1.02,1.115850098,0.470197334,0.601143588,0.386558845,0.088275722,0.130631022
Pop1,4,822,0.00406,0.087,0.358,0.642,0.91,0.77,1.18,1.135093651,0.438373997,0.607201974,0.208377079,0.199945841,0.052129495
Pop1,3,1214,0.00111,0.038,0.378,0.622,0.92,0.72,1.28,0.54530401,0.448415505,0.417151995,0.180901672,0.138671756,0.0886448
Pop2,2,1385,0.00381,0.05,0.482,0.518,0.78,0.73,1.07,0.874612615,0.695059825,0.556196475,0.225530723,0.206483077,0.117491551
Pop1,5,543,0.00476,0.079,0.301,0.699,0.78,0.84,0.93,1.125859916,0.316043677,0.20607871,0.196600251,0.157864698,0.153936337
Pop4,5,1604,0.00153,0.099,0.643,0.357,0.96,0.84,1.14,1.003136259,0.646812598,0.581657628,0.185965055,0.196101368,0.159974057
Pop1,1,1633,0.00095,0.072,0.624,0.376,0.79,0.71,1.11,1.356489841,0.531470163,0.747972169,0.269940337,0.149640748,0.199313227
Pop2,1,977,0.00439,0.047,0.554,0.446,0.99,0.7,1.41,1.158693632,0.475446168,0.567544081,0.463135406,0.103535267,0.09312668
Pop5,3,631,0.0044,0.091,0.628,0.372,0.74,0.72,1.03,0.662934427,0.590103064,0.724219156,0.302823859,0.239486465,0.130733015
Pop1,1,1055,0.00365,0.097,0.693,0.307,0.84,0.89,0.94,0.570568747,0.494667577,0.634383833,0.175168152,0.135278456,0.129998532
Pop3,3,960,0.00093,0.095,0.571,0.429,0.9,0.89,1.01,1.142419278,0.649369295,0.27233505,0.130788668,0.15127238,0.110846789
Pop5,1,822,0.00409,0.082,0.442,0.558,0.84,0.7,1.2,0.526511311,0.660280746,0.741471984,0.378462458,0.05512191,0.075374284
Pop3,5,1691,0.0013,0.058,0.567,0.433,1,0.96,1.04,1.085775581,0.468688371,0.239866307,0.253119506,0.156412697,0.196618484
Pop2,2,1312,0.00254,0.091,0.644,0.356,0.93,0.94,0.99,1.440230241,0.410731119,0.520380484,0.428732379,0.142901912,0.177997578
Pop2,2,585,0.00143,0.025,0.378,0.622,0.89,0.7,1.27,1.075474178,0.536940131,0.285282274,0.363804307,0.046209599,0.124749954
Pop4,1,1683,0.00189,0.039,0.625,0.375,0.85,0.91,0.93,0.888169926,0.664945338,0.207023966,0.41849658,0.014896774,0.140486813
Pop4,4,958,0.00114,0.061,0.58,0.42,0.75,0.77,0.97,1.143288218,0.384264876,0.453220556,0.208778416,0.15108983,0.084089158
Pop5,3,830,0.00199,0.069,0.493,0.507,0.92,0.87,1.06,0.95825289,0.549186633,0.377024425,0.376943569,0.190923067,0.131568061
Pop4,3,1612,0.00101,0.081,0.682,0.318,0.87,0.74,1.18,1.045616789,0.552624088,0.491600296,0.205624794,0.130850343,0.15424552
Pop4,5,791,0.00222,0.08,0.651,0.349,0.85,0.84,1.01,1.441464809,0.593245209,0.546319932,0.475627392,0.056693156,0.127275054
Pop1,2,993,0.00257,0.099,0.505,0.495,0.75,0.8,0.94,0.886102638,0.352627074,0.226243443,0.354549713,0.166630494,0.198542776
Pop4,3,1028,0.00418,0.021,0.538,0.462,0.9,0.88,1.02,1.461190564,0.586329986,0.273801977,0.22980472,0.020026432,0.141701248
Pop5,1,1437,0.00118,0.023,0.482,0.518,0.78,0.89,0.88,1.405350642,0.663613008,0.535185438,0.207804745,0.110458426,0.105646057
Pop3,3,1864,0.00197,0.051,0.382,0.618,0.75,0.86,0.87,0.695791135,0.371873244,0.405900412,0.176370634,0.04084169,0.165822804
Pop1,4,1499,0.0007,0.098,0.398,0.602,0.81,0.98,0.83,0.569361301,0.39501733,0.637504093,0.377856384,0.046114763,0.075569377
